RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000228,Intergovernmental Affairs - Federal Legislative Affairs,Intergovernmental Affairs - Federal Legislative Affairs,,Active,Division,,https://www1.nyc.gov/site/intergovernmental/federal/federal-legislative-affairs.page,,,,,,,,,,,,False,,,,,,,,Intergovernmental Affairs - Federal Legislative Affairs,
FINAL_REC_000229,Intergovernmental Affairs - State Legislative Affairs,Intergovernmental Affairs - State Legislative Affairs,,Active,Division,,https://www1.nyc.gov/site/intergovernmental/state/state-legislative-affairs.page,,,,,,,Christopher Ellis,,,,,False,,,,,,,,Intergovernmental Affairs - State Legislative Affairs,
FINAL_REC_000230,"Jamaica Bay - Rockaway Parks Conservancy, Inc.","Jamaica Bay - Rockaway Parks Conservancy, Inc.",,Active,Non-Governmental Organization,,http://www.jbrpc.org/,,,,,,,,,,,,False,,,,,,,,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",
FINAL_REC_000231,Jamaica Bay Task Force,Jamaica Bay Task Force,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Jamaica Bay Task Force,
FINAL_REC_000232,Jewish Advisory Council,Jewish Advisory Council,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Jewish Advisory Council,
FINAL_REC_000233,Juvenile Justice Advisory Board,Juvenile Justice Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Juvenile Justice Advisory Board,
FINAL_REC_000234,Kings County Public Administrator,Public Administrator - Kings County,Public Administrator - Kings County (KCPA),Active,State Government Agency,,https://www.nyc.gov/site/kcpa/index.page,,PANY,,,,1905.0,"Kerry D. Archer, ESQ",,https://www.nyc.gov/site/kcpa/contact/contact.page,,,True,,,Public Administrator,,,,,Kings County Public Administrator,
FINAL_REC_000235,Land Development Corporation,Land Development Corporation,,Active,Authority or Public Benefit Corporation,,https://www.nycldc.com/,,,,,,,,,,,,True,,,,,,,,Land Development Corporation,
FINAL_REC_000236,Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission (LPC),Active,"Advisory, Oversight, or Regulatory Body","The Landmarks Preservation Commission protects and preserves the historically and architecturally significant neighborhoods, buildings and sites that tell the collective story of New York City.   ",https://www1.nyc.gov/site/lpc/index.page,,LPC,,136.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Landmarks+Preservation+Commission+%28LPC%29,1962.0,Sarah Carroll,Chair,Contact Us - LPC (nyc.gov),,,True,Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission,Landmarks Preservation Commission
FINAL_REC_000237,Latin Media and Entertainment Commission,Latin Media and Entertainment Commission,,Active,"Advisory, Oversight, or Regulatory Body",,,,LMEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Latin+Media+%26+Entertainment+Commission+%28LMEC%29,2003.0,,,,,,False,,,,Latin Media & Entertainment Commission (LMEC),,,,Latin Media & Entertainment Commission,
FINAL_REC_000238,Law Department,Law Department,Law Department (LAW),Active,Mayoral Agency,"The Law Department is the attorney for the City, City agencies and certain non- City agencies and pension boards, and is in charge of litigation and other legal matters involving the City and its interests. ",https://www.nyc.gov/site/law/index.page,,LAW,Law; Law Dept.,25.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Law+Department+%28LAW%29,1849.0,Muriel Goode-Trufant,Acting Corporation Counsel of the City of New York,https://www.nyc.gov/site/law/contact/contact-nyc-law-department.page,,,True,Law Department,Law Department,"Law Department, Office of the Corporation Counsel",Law Department (LAW),Law Department (LAW),Law Department (LAW),Law Department (Law),Law Department,Law Department
FINAL_REC_000239,Local Conditional Release Commission,Local Conditional Release Commission,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/probation/about/local-conditional-release-commission.page,,,,,,,,,,,,True,,,,,,,,Local Conditional Release Commission,
FINAL_REC_000240,Loft Board,New York City Loft Board,Loft Board (LOFT),Active,"Advisory, Oversight, or Regulatory Body","The New York City Loft Board resolves issues regarding the legalization for residential use of buildings under the Board's jurisdiction (known as interim multiple dwellings or IMDs), adjudicates proceedings resulting from applications filed by IMD owners and tenants, and enforces minimum housing maintenance standards for IMD buildings.",https://www.nyc.gov/site/loftboard/index.page,,LOFT,,,,1982.0,"Martha Cruz, Esq",Executive Director,https://www.nyc.gov/site/loftboard/about/contact-us.page,,,True,,,,,Loft Board (LOFT),Loft Board (LOFT),,Loft Board,New York City Loft Board
FINAL_REC_000241,Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,,Active,Authority or Public Benefit Corporation,,http://www.renewnyc.com/,,,,,,2001.0,,,,,,True,,,Lower Manhattan Development Corporation,,,,,Lower Manhattan Development Corporation,
FINAL_REC_000242,Made in New York,Made in New York,,Active,Non-Governmental Organization,,https://www.madeinnyc.org/,,MINY,,,,2005.0,,,,,,False,,,,,,,Made in New York (MINY),,
FINAL_REC_000243,Marshall Plan for Moms Task Force,Marshall Plan for Moms Task Force,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Marshall Plan for Moms Task Force,
FINAL_REC_000244,Mayor's Advance Team,Mayor's Advance Team,,Active,Mayoral Office,,,,,,,,,Robert Bucknam III,,,,,True,,,,,,,,Mayor's Advance Team,
FINAL_REC_000245,Mayor's Advisory Committee on the Judiciary,"Judiciary, Mayor's Advisory Committee on the","Judiciary, Mayors Advisory Committee on the (MACJ)",Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/macj/index.page,,,,,,1987.0,Ayanna Sorett,,Contact ACJ (nyc.gov),,,True,,,,,,,,Mayor's Advisory Committee on the Judiciary,
FINAL_REC_000246,Mayor's Chief of Staff,"Chief of Staff, Mayor's Office",Mayor's Office - Chief of Staff,Active,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,,Camille Varlack,Chief of Staff,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,True,Mayor's Office Chief of Staff,,,,,Office of the Chief of Staff,,Mayor's Chief of Staff,
FINAL_REC_000247,Mayor's Committee on City Marshals,"City Marshals, Mayor's Committee on",Mayor's Committee on City Marshals (MCCM),Active,"Advisory, Oversight, or Regulatory Body","The Mayor's Committee on City Marshals establishes and publishes qualifying criteria for appointment to the office of City Marshal, recruits and receives names of candidates for that office, determines which candidates are best qualified to serve as City Marshals, and recommends qualified persons to the Mayor when there is a vacancy.",https://www.nyc.gov/site/marshals/index.page,,MCCM,,,,1980.0,Charles Destefano,Chair,https://www.nyc.gov/site/marshals/about/email-the-committee.page,,,True,,,,,Mayor's Committee on City Marshals (MCCM),Mayor's Committee on City Marshals (MCCM),,Mayor's Committee on City Marshals,Mayor's Committee on City Marshals
FINAL_REC_000248,Mayor's Fund to Advance New York City,Mayor's Fund to Advance New York City,Mayor's Fund to Advance NYC (Mayor's Fund),Active,Non-Governmental Organization,"The Mayor's Fund to Advance New York City was established in 1994 to serve as the umbrella not-for-profit corporation for the City of New York. The Mayor's Fund is a publicly supported, not-for-profit corporation, dedicated to working closely with the City of New York. As the City's 501(c)(3) not-for-profit corporation, the Mayor's Fund works with the City of New York to leverage public sector initiatives with private sector support. The Mayor's Fund to Advance New York City raises money to promote the general welfare of the City's residents and aid civic improvements. The Fund supports the work of many City Agencies including Education, Parks, Health, and Cultural Affairs, and raises funds for many quality of life initiatives.",https://www1.nyc.gov/site/fund/about/board-of-directors.page,,MAYORS FUND,,,,1994.0,,Executive Director,https://www.nyc.gov/site/fund/about/contact.page,,,False,,,,,Mayor's Fund to Advance NYC (Mayor's Fund),Mayor's Fund to Advance NYC (Mayor's Fund),,Mayor's Fund to Advance NYC,Mayor's Fund to Advance New York City
FINAL_REC_000249,Mayor's Fund Board of Advisors,Mayor's Fund Board of Advisors,,Active,"Advisory, Oversight, or Regulatory Body",,https://www.nyc.gov/site/fund/index.page,,,,,,,Najma Ali Chermin,,,,,True,,,,,,,,Mayor's Fund Board of Advisors,
FINAL_REC_000250,Mayor's Fund Board of Directors,Mayor's Fund Board of Directors,,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/fund/about/board-of-advisors.page,,,,,,,,,,,,False,,,,,,,,Mayor's Fund Board of Directors,
FINAL_REC_000251,Mayor's Office,Mayor's Office,Mayor's Office (OM),Active,Elected Office,"Mayor Eric L. Adams took office on January 1, 2022. The Mayor's Office site features the biography of the 110th Mayor, as well as press releases, City Hall press conference videos and major addresses.",https://www.nyc.gov/office-of-the-mayor/index.page,,OM,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Service,1665.0,Eric L. Adams,Mayor,https://www.nyc.gov/office-of-the-mayor/contact-the-mayor.page,,,True,Mayor's Office NYC Service,Mayoralty,"Mayor, Office of the",NYC Service,Mayor's Office (OM); NYC Service,Mayor's Office (OM); NYC Service,Office of the Mayor of New York City; NYC Service,Mayor's Office,Mayor's Office; NYC Service
FINAL_REC_000252,Mayor's Office for Economic Opportunity,"Economic Opportunity, Mayor's Office for",Mayor's Office for Economic Opportunity,Active,Mayoral Office,"The Mayor’s Office for Economic Opportunity (NYC Opportunity), formerly known as the Center for Economic Opportunity, was established by Mayor Bloomberg on December 18, 2006 to implement innovative ways to reduce poverty in New York City. NYC Opportunity uses evidence and innovation to reduce poverty and increase equity. We advance research, data and design in the City’s program and policy development, service delivery, and budget decisions. NYC Opportunity’s work includes analyzing existing anti-poverty approaches, developing new interventions, facilitating the sharing of data across City agencies, and rigorously assessing the impact of key initiatives.",https://www.nyc.gov/site/opportunity/index.page,,NYC OPPORTUNITY,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+for+Economic+Opportunity,2006.0,Carson Hicks,Deputy Executive Director,Non-existant,,,True,Mayor's Office for Economic Opportunity,,,Mayor’s Office for Economic Opportunity,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity (NYC Opportunity),Mayor's Office for Economic Opportunity,Office for Economic Opportunity
FINAL_REC_000253,Mayor's Office to End Domestic and Gender-Based Violence,"End Domestic and Gender-Based Violence, Mayor's Office to",Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Active,Mayoral Office,"The Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV) operates the NYC Family Justice Centers, formulates policies and programs, monitors service delivery, and performs outreach to raise awareness. ",https://www.nyc.gov/site/ocdv/index.page,Mayor's Office to Combat Domestic Violence,ENDGBV,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+to+End+Domestic+and+Gender-Based+Violence+%28ENDGBV%29,2016.0,Saloni Sethi,Commissioner,https://www.nyc.gov/site/ocdv/about/contact-endgbv.page,,,True,Mayor's Office to End Domestic and Gender-Based Violence,,,Mayor’s Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor’s Office to End Domestic and Gender-Based Violence,Office to End Domestic Violence and Gender-Based Violence
FINAL_REC_000254,Mayor's Office - Executive Director of Talent and Workforce Development,Mayor's Office - Executive Director of Talent and Workforce Development,Mayor's Office - Executive Director of Talent and Workforce Development,Duplicate,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,,Abby Jo Sigal,,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,False,,,,,,,,,
FINAL_REC_000255,Mayor's Office for International Affairs,"International Affairs, Mayor's Office for",Mayor's Office For International Affairs (IA),Active,Mayoral Office,The Mayor's Office for International Affairs is the first point of contact for foreign governments and the diplomatic community for any City-related requests or issues.,https://www.nyc.gov/site/international/index.page,,IA,,2.0,,1962.0,Edward Mermelstein,Commissioner,https://www.nyc.gov/site/international/contact/email-the-office.page,,,True,Mayor's Office for International Affairs,,,,Mayor's Office for International Affairs (IA),Mayor's Office for International Affairs (IA),Mayor's Office for International Affairs,Mayor's Office for International Affairs,Office of International Affairs
FINAL_REC_000256,Mayor's Office of Media and Research Analysis,"Media and Research Analysis, Mayor's Office of",,Active,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,Mayor's Office -- Media and Research Analysis,
FINAL_REC_000257,Mayor's Office for Nonprofit Services,NYC Nonprofits,"Nonprofit Services, Mayor's Office of (MONS)",Active,Mayoral Office,,https://www.nyc.gov/site/nonprofits/about/about.page,Office of not-for-profit organization services; Mayor's Office of Nonprofits,NYC NONPROFITS,MONS,2.0,,,Michael Sedillo,Executive Director,https://www.nyc.gov/site/nonprofits/contact/contact.page,,,True,Mayor's Office of Nonprofits,,,,,,Mayor's Office of Nonprofits (NYC NONPROFITS),Mayor's Office for Nonprofit Services,
FINAL_REC_000258,Mayor's Office of Administrative Services,"Administrative Services, Mayor's Office of",,Active,Mayoral Office,,,,,,,,2023.0,Mir Bashar,,,,,True,,,,,,,,Mayor's Office of Administrative Services,
FINAL_REC_000259,Mayor's Office of Animal Welfare,"Animal Welfare, Office of","Animal Welfare, NYC Mayor's Office of",Active,Mayoral Office,"The Office of Animal Welfare recognizes the exchange between human social justice issues, environmental sustainability, and animal welfare, and therefore aims to facilitate solutions that address the integrated nature of these problems.",https://www.nyc.gov/site/animalwelfare/index.page,,,,,,2019.0,Alexandra Silver,Director,https://www.nyc.gov/site/animalwelfare/about/contact-us.page,,,True,,,,,"Animal Welfare, NYC Mayor’s Office of","Animal Welfare, NYC Mayor’s Office of",Office of Animal Welfare,Mayor's Office of Animal Welfare,Office of Animal Welfare
FINAL_REC_000260,Mayor's Office of Appointments,"Appointments, Mayor's Office of","Appointments, Mayor's Office (MOA)",Active,Mayoral Office,"The Mayor's Office of Appointments (MOA) is dedicated to advancing the Mayor's vision of a diverse and inclusive team of senior leaders in city government, and charged with promoting equity, opportunity and excellence in policy making and the delivery of city services. ",https://www.nyc.gov/content/appointments/pages/,,MOA,,2.0,,2009.0,Lisa Lashley,Director,Non-existant,,,True,Mayor's Office of Appointments,,,,"Appointments, Mayor's Office of (MOA)","Appointments, Mayor's Office of (MOA)",Mayor's Office of Appointments (MOA),Mayor's Office of Appointments,Office of Appointments
FINAL_REC_000261,Mayor's Office of Citywide Events Coordination and Management,"Citywide Event Coordination and Management, Mayor's Office of","Citywide Event Coordination and Management, Office of (CECM)",Active,Mayoral Office,"The Office of Citywide Event Coordination and Management (CECM) oversees all event permitting activity in New York City. CECM advises and assists the Mayor in the coordination of policies, plans, procedures, and operations common to the permitting, review, and coordination of street events and other permitted activities.",https://www.nyc.gov/site/cecm/index.page,,CECM,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Citywide+Event+Coordination+and+Management+%28CECM%29,2007.0,Dawn Tolson,Director,https://www.nyc.gov/site/cecm/about/contact-cecm.page,,,True,Mayor's Office of Citywide Event Coordination and Management,,,Office of Citywide Event Coordination and Management (CECM),"Citywide Event Coordination and Management, Office of (CECM)","Citywide Event Coordination and Management, Office of (CECM)",Mayor's Office of Citywide Event Coordination and Management (CECM),Mayor's Office of Citywide Events Coordination & Management,Office of Citywide Event Coordination and Management
FINAL_REC_000262,Mayor's Office of Climate and Environmental Justice,"Climate and Environmental Justice, Mayor's Office of",Mayor's Office of Climate and Environmental Justice,Active,Mayoral Office,"As a unit of the Mayor's Office, Climate Policy and Programs leads the City's program for integrated climate actions, and includes the Office of Recovery and Resiliency, the Office of Sustainability, the Office of Environmental Coordination, and the coordination of the OneNYC Program.",https://climate.cityofnewyork.us/,,MOCEJ,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Climate+and+Environmental+Justice+%28MOCEJ%29,2017.0,Elijah Hutchinson,Executive Director,https://climate.cityofnewyork.us/contact-us/,,,True,Mayor's Office of Climate and Environmental Justice,,,Mayor’s Office of Climate and Environmental Justice (MOCEJ),Mayor’s Office of Climate and Environmental Justice,Mayor’s Office of Climate and Environmental Justice,Mayor's Office of Climate and Environmental Justice (MOCEJ),Mayor's Office of Climate and Environmental Justice,Office of Climate and Environmental Justice
FINAL_REC_000263,Mayor's Office of Climate and Sustainability,"Climate and Sustainability, Mayor's Office of",,Reorganized,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,,Mayor’s Office of Sustainability
FINAL_REC_000264,Mayor's Office of Contract Services,"Contract Services, Mayor's Office of","Contract Services, Mayor's Office of (MOCS)",Active,Mayoral Office,The Mayor's Office of Contract Services supervises and sustains the procurement activities of New York City's agencies.,https://www.nyc.gov/site/mocs/index.page,,MOCS,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Contract+Services+%28MOCS%29,,Lisa Flores,Director,https://www.nyc.gov/site/mocs/about/contact-mocs.page,,,True,Mayor's Office of Contract Services,,"Contract Services, Mayor's Office of",Mayor’s Office of Contract Services (MOCS),"Contract Services, Mayor's Office of (MOCS)","Contract Services, Mayor's Office of (MOCS)",Mayor's Office of Contract Services (MOCS),Mayor's Office of Contract Services,Mayor’s Office of Contract Services
FINAL_REC_000265,Mayor's Office of Correspondence,"Correspondence, Office of",,Active,Mayoral Office,,,,,,,,,Dawn Baskerville,,,,,True,,,,,,,,Mayor's Office of Correspondence,
FINAL_REC_000266,Mayor's Office of Criminal Justice,"Criminal Justice, Mayor's Office of","Criminal Justice, Mayor's Office of",Active,Mayoral Office,"The the Mayor’s Office of Criminal Justice (MOCJ) facilitates cooperation and partnerships among the agencies and actors involved in crime-fighting and criminal justice in New York City. In doing so, MOCJ works to ensure the fair and efficient functioning of the criminal justice system in New York City.",https://criminaljustice.cityofnewyork.us/,,MOCJ,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Criminal+Justice+%28MOCJ%29,1999.0,Deanna Logan,Director,https://criminaljustice.cityofnewyork.us/contact-us/,,,True,Mayor's Office of Criminal Justice,,,Mayors Office of Criminal Justice (MOCJ),"Criminal Justice, Mayor's Office of","Criminal Justice, Mayor's Office of",Mayor's Office of Criminal Justice (MOCJ),Mayor's Office of Criminal Justice,Office of Criminal Justice
FINAL_REC_000267,Mayor's Office of Equity and Racial Justice,"Equity and Racial Justice, Mayor's Office of",Mayor's Office of Equity (MOE),Active,Mayoral Office,"The Mayor's Office of Equity (MOE) will help foster a fairer, and more equitable city through policy, practices, and programs across all City agencies and systems. As the City's first, centralized equity office, MOE is an integral component of Mayor Adam's vision to build a stronger and healthier city that delivers for all New Yorkers.",https://www.nyc.gov/site/equity/index.page,,MOERJ,MOE,2.0,,2021.0,Sideya Sherman,Commissioner,https://www.nyc.gov/site/equity/contact/contact.page,,,True,Mayor's Office of Equity,,,,Mayor's Office of Equity (MOE),Mayor's Office of Equity (MOE),Mayor's Office of Equity (MOE),Mayor's Office of Equity & Racial Justice,Office of Equity
FINAL_REC_000268,Mayor's Office of Ethnic and Community Media,"Ethnic and Community Media, Mayor's Office of","Ethnic and Community Media, Mayor's Office of (MOECM)",Active,Mayoral Office,"The Mayor’s Office of Ethnic and Community Media facilitates connections between Ethnic and Community Media outlets, and City agencies, and Mayoral offices; advises the Mayor on communicating information to the public; oversees the Local Law 83 ECM advertising spending requirement; manages the citywide marketing directory, and publishes an annual report on advertising spending by Mayoral Agencies and for the Mayor and the Speaker.",https://www.nyc.gov/site/ethnicmedia/index.page,,MOECM,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Ethnic+and+Community+Media+%28MOECM%29,2021.0,Jose Bayona,Executive Director,https://www.nyc.gov/site/ethnicmedia/contact/contact.page,,,True,Mayor's Office of Ethnic and Community Media,,,Mayor’s Office of Ethnic and Community Media (MOECM),"Ethnic and Community Media, Mayor’s Office of (MOECM)","Ethnic and Community Media, Mayor’s Office of (MOECM)",Mayor's Office of Ethnic and Community Media (MOECM),Mayor’s Office of Ethnic & Community Media,Office of Ethnic and Community Media
FINAL_REC_000269,Mayor's Office of Food Policy,"Food Policy, Office of","Food Policy, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/foodpolicy/index.page,,MOFP,,,,2007.0,Kate MacKenzie,Executive Director,https://www.nyc.gov/site/foodpolicy/about/contact.page,,,True,,,,,,,,Mayor's Office of Food Policy,
FINAL_REC_000270,Mayor's Office of Immigrant Affairs,"Immigrant Affairs, Mayor's Office of","Immigrant Affairs, Mayor's Office of (MOIA)",Active,Mayoral Office,The Mayor's Office of Immigrant Affairs and Language Services promotes the interests and needs of immigrants and provides,http://www.nyc.gov/immigrants,,MOIA,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Immigrant+Affairs+%28MOIA%29,1985.0,Manuel Castro,Commissioner,https://www.nyc.gov/site/immigrants/about/contact-us.page,,,True,Mayor's Office of Immigrant Affairs,,,Mayor’s Office of Immigrant Affairs (MOIA),"Immigrant Affairs, Mayor's Office of (MOIA)","Immigrant Affairs, Mayor's Office of (MOIA)",Mayor's Office of Immigrant Affairs (MOIA),Mayor's Office of Immigrant Affairs,Office of Immigrant Affairs
FINAL_REC_000271,Mayor's Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of","Media and Entertainment, Mayor's Office of (MOME)",Active,Mayoral Office,"The agency includes the Office of Film, Theatre and Broadcasting; NYC Digital, which works to realize NYC’s potential as the world’s leading digital city; and NYC Media, the City's official network. ",https://www.nyc.gov/site/mome/index.page,,MOME,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Media+And+Entertainment+%28MOME%29,1966.0,Patricia Kaufman,Commissioner,https://www.nyc.gov/site/mome/about/email-the-commissioner.page,,,True,Mayor's Office of Media and Entertainment,,"Media and Entertainment, Mayor's Office of",Mayor’s Office of Media And Entertainment (MOME),"Media and Entertainment, Mayor's Office of (MOME)","Media and Entertainment, Mayor's Office of (MOME)",Mayor's Office of Media and Entertainment (MOME),Mayor's Office of Media and Entertainment,Office of Media and Entertainment
FINAL_REC_000272,Mayor's Office of Minority and Women-Owned Business Enterprises,"Minority and Women-Owned Business Enterprises, Mayor's Office of",Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),Active,Mayoral Office,"Mayor’s Office of M/WBEs is focused on fostering the success of minority- and women-owned businesses and coordinating the work of other City offices, including the Mayor’s Office of Contract Services and the Department of Small Business Services, that administer the City’s M/WBE programs. Through this office, the City is increasing agency accountability and ensuring access for businesses that want to contract with the City. The office also serves as a one-stop-shop for M/WBEs to connect with various City agencies.",https://www.nyc.gov/assets/mwbe/,,MWBE,Office of M/WBE,2.0,,,Michael Garner,Citywide Chief Business Diversity Officer,https://www.nyc.gov/assets/mwbe/?page=contact-us,,,True,Mayor's Office of Minority & Women Owned Business Enterprises,,,,Mayor’s Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor’s Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor's Office of Minority and Women Owned Businesses (MWBE),Mayor's Office of Minority and Women-Owned Business Enterprises,Office of Minority and Women-Owned Business Enterprises
FINAL_REC_000273,Mayor's Office of Nightlife,"Nightlife, Office of",,Active,Division,,https://www1.nyc.gov/site/mome/nightlife/nightlife.page,,ONL,,,,2017.0,Jeffrey Garcia,,,,,False,,,,,,,Office of Nightlife,Mayor's Office of Nightlife,Office of Nightlife
FINAL_REC_000274,Mayor's Office of Operations,"Operations, Mayor's Office of","Operations, Mayor's Office of (OPS)",Active,Mayoral Office,"The Mayor's Office of Operations oversees the daily operations of City agencies, provides them with technical assistance and consulting services, and coordinates the streamlining and restructuring of City government.",https://www.nyc.gov/site/operations/index.page,,OPS,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Operations+%28OPS%29,1977.0,Daniel Steinberg,Director,https://www.nyc.gov/site/operations/about/email-the-director.page,,,True,Mayor's Office of Operations,,,Mayor’s Office of Operations (OPS),"Operations, Mayor's Office of (OPS)","Operations, Mayor's Office of (OPS)",Mayor's Office of Operations (OPS),Mayor's Office of Operations,Mayor's Office of Operations
FINAL_REC_000275,Mayor's Office of Pensions and Investments,"Pensions and Investments, Mayor's Office of",,Active,Mayoral Office,,,,,,2.0,,,,,,,,False,,,,,,,Mayor's Office of Pensions & Investments,Mayor's Office of Pensions and Investments,Office of Pensions and Investments
FINAL_REC_000276,Mayor's Office of Policy and Planning,"Policy and Planning, Mayor's Office of","Mayor's Office - Director, Policy and Planning",Active,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,Mayor's Office of Policy and Planning and Delivery,2.0,,,Betsy MacClean,"Director, Policy and Planning",https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,True,Mayor's Office of Policy and Planning,,,,,"Office of the Director, Policy and Planning",Mayor's Office of Policy and Planning,Mayor's Office of Policy and Planning,Office of Policy and Planning
FINAL_REC_000277,Mayor's Office of Special Enforcement,"Special Enforcement, Mayor's Office of","Special Enforcement, Mayor's Office of (OSE)",Active,Mayoral Office,"The Mayor's Office of Special Enforcement (OSE) is an innovative, solutions-oriented task force that ensures NYC communities are safe from harmful illegal and unregulated industries that one agency and one set of enforcement tools alone can't address. Our multi-agency enforcement team devises strategic solutions—ranging from public education to enforcement action—to complex problems.",https://www.nyc.gov/site/specialenforcement/index.page,,OSE,AJC,,,2006.0,Christian J. Klossner,Executive Director,https://www.nyc.gov/site/specialenforcement/about/contact-us.page,,,True,Mayor's Office of Special Enforcement,,,,"Special Enforcement, Mayor’s Office of (OSE)","Special Enforcement, Mayor’s Office of (OSE)",Office of Special Enforcement (OSE),Mayor's Office of Special Enforcement,Office of Special Enforcement
FINAL_REC_000278,Mayor's Office of Special Projects and Community Events,"Special Projects and Community Events, Mayor's Office of",Mayor's Office of Special Projects & Community Events (MOSPCE),Active,Mayoral Office,"The Mayor's Office of Special Projects and Community Events (MOSPCE) organizes, manages and directs all public ceremonies, celebrations, receptions, and similar affairs held under City auspices by order of the Mayor. MOSPCE also coordinates the activities of the various City agencies and departments with regard to the planning and implementation of special events, and maintains liaison with the private sector for the coordination and support of City-sponsored functions. Gracie Mansion – ""the People's House"" – serves as a historical centerpiece for many of these gatherings, as do New York City schools, museums, theatres, and landmark buildings.",https://www.nyc.gov/site/mospce/index.page,,MOSPCE,,2.0,,1976.0,Trey Moynihan,Director,https://www.nyc.gov/site/mospce/about/contact-us.page,,,True,Mayor's Office of Special Projects and Community Events,,,,Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events,Office of Special Projects and Community Events
