Name,NameAlphabetized,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NameWithAcronym,NameAlphabetizedWithAcronym,Agency Name,AgencyNameEnriched,LegalName,AlternateNames,OperationalStatus,PreliminaryOrganizationType,Description,URL,ParentOrganization,NYCReportingLine,AuthorizingAuthority,LegalCitation,LegalCitationURL,LegalCitationText,Acronym,AlternateAcronyms,BudgetCode,PrincipalOfficerName,PrincipalOfficerTitle,OpenDatasetsURL,Notes,FoundingYear,SunsetYear,URISlug,DateCreated,DateModified,LastVerifiedDate,PrincipalOfficerGivenName,PrincipalOfficerFamilyName,source,HeadOfOrganizationTitle,RecordID,HeadOfOrganizationName,NameNormalized,Entity type,data_source,merged_from,merge_note,dedup_source
,,,,,,,,,,,Metropolitan Transportation Sustainability Advisory Workgroup,,,Metropolitan Transportation Sustainability Advisory Workgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000283,,metropolitan transportation sustainability advisory workgroup,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - El Museo del Barrio,,,CIG - El Museo del Barrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000284,,cig el museo del barrio,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Museum of the City of New York,,,CIG - Museum of the City of New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000285,,cig museum of city of new york,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Studio Museum in Harlem,,,CIG - Studio Museum in Harlem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000286,,cig studio museum harlem,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Museum of the Moving Image,,,CIG - Museum of the Moving Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000287,,cig museum of moving image,Board/Commission,ops,,,ops
,,,,,,,,,,,Municipal Voting Advisory Group,,,Municipal Voting Advisory Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000288,,municipal voting advisory group,Board/Commission,ops,,,ops
,,,,,,,,,,,Nonprofit Advisory Council,,,Nonprofit Advisory Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000291,,nonprofit advisory council,Board/Commission,ops,"[{""id"": ""OPS_000340"", ""name"": NaN, ""score"": 81.6}]","nan
Merged with OPS_000340 (score: 81.6)
Conflicts: NameNormalized: preferred='nonprofit advisory council', secondary='senior advisory council'; Agency Name: preferred='Nonprofit Advisory Council', secondary='Senior Advisory Council'; RecordID: preferred='OPS_000291', secondary='OPS_000340'",ops
,,,,,,,,,,,New York City Panel on Climate Change,,,New York City Panel on Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000293,,new york city panel climate change,Board/Commission,ops,,,ops
,,,,,,,,,,,Nuclear Disarmament and Nuclear Weapons-Free Zone Advisory Committee,,,Nuclear Disarmament and Nuclear Weapons-Free Zone Advisory Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000294,,nuclear disarmament and nuclear weaponsfree zone advisory committee,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - New York Botanical Garden,,,CIG - New York Botanical Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000295,,cig new york botanical garden,Board/Commission,ops,"[{""id"": ""OPS_000324"", ""name"": NaN, ""score"": 78.6}, {""id"": ""OPS_000156"", ""name"": NaN, ""score"": 75.2}]","nan
Merged with OPS_000324 (score: 78.6)
Conflicts: NameNormalized: preferred='cig new york botanical garden', secondary='cig queens botanical garden'; Agency Name: preferred='CIG - New York Botanical Garden', secondary='CIG - Queens Botanical Garden'; RecordID: preferred='OPS_000295', secondary='OPS_000324'
Merged with OPS_000156 (score: 75.2)
Conflicts: NameNormalized: preferred='cig new york botanical garden', secondary='cig brooklyn botanical garden'; Agency Name: preferred='CIG - New York Botanical Garden', secondary='CIG - Brooklyn Botanical Garden'; RecordID: preferred='OPS_000295', secondary='OPS_000156'",ops
,,,,,,,,,,,CIG - New York City Ballet,,,CIG - New York City Ballet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000296,,cig new york city ballet,Board/Commission,ops,"[{""id"": ""OPS_000300"", ""name"": NaN, ""score"": 83.3}]","nan
Merged with OPS_000300 (score: 83.3)
Conflicts: NameNormalized: preferred='cig new york city ballet', secondary='cig new york city center'; Agency Name: preferred='CIG - New York City Ballet', secondary='CIG - New York City Center'; RecordID: preferred='OPS_000296', secondary='OPS_000300'",ops
,,,,,,,,,,,New York City Employees' Retirement System Pension Fund Board of Trustees,,,New York City Employees' Retirement System Pension Fund Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000297,,new york city employees retirement system pension fund board of trustees,Board/Commission,ops,"[{""id"": ""OPS_000366"", ""name"": NaN, ""score"": 92.2}]","nan
Merged with OPS_000366 (score: 92.2)
Conflicts: NameNormalized: preferred='new york city employees retirement system pension fund board of trustees', secondary='teachers retirement system pension fund board of trustees'; Agency Name: preferred='New York City Employees' Retirement System Pension Fund Board of Trustees', secondary='Teachers' Retirement System Pension Fund Board of Trustees'; RecordID: preferred='OPS_000297', secondary='OPS_000366'",ops
,,,,,,,,,,,New York City Public Housing Preservation Trust,,,New York City Public Housing Preservation Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000299,,new york city public housing preservation trust,Board/Commission,ops,,,ops
,,,,,,,,,,,New York City Municipal Insurance Company,,,New York City Municipal Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000301,,new york city municipal insurance company,Board/Commission,ops,,,ops
,,,,,,,,,,,"New York City School Bus Umbrella Services, Inc.",,,"New York City School Bus Umbrella Services, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000302,,new york city school bus umbrella services inc,Board/Commission,ops,"[{""id"": ""OPS_000303"", ""name"": NaN, ""score"": 78.6}]","nan
Merged with OPS_000303 (score: 78.6)
Conflicts: NameNormalized: preferred='new york city school bus umbrella services inc', secondary='new york city school support services'; Agency Name: preferred='New York City School Bus Umbrella Services, Inc.', secondary='New York City School Support Services'; RecordID: preferred='OPS_000302', secondary='OPS_000303'",ops
,,,,,,,,,,,New York Community Trust Distribution Committee,,,New York Community Trust Distribution Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000305,,new york community trust distribution committee,Board/Commission,ops,,,ops
,,,,,,,,,,,New York City Transit Riders Council,,,New York City Transit Riders Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000306,,new york city transit riders council,Board/Commission,ops,,,ops
,,,,,,,,,,,New York City Watershed Protection and Partnership Council,,,New York City Watershed Protection and Partnership Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000307,,new york city watershed protection and partnership council,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - New York Hall of Science,,,CIG - New York Hall of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000308,,cig new york hall of science,Board/Commission,ops,,,ops
,,,,,,,,,,,NYPD Domestic and Gender-Based Violence Training Committee,,,NYPD Domestic and Gender-Based Violence Training Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000309,,nypd domestic and genderbased violence training committee,Board/Commission,ops,,,ops
,,,,,,,,,,,NYPD Pension Fund Board of Trustees,,,NYPD Pension Fund Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000310,,nypd pension fund board of trustees,Board/Commission,ops,,,ops
,,,,,,,,,,,Office Conversions Task Force,,,Office Conversions Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000312,,office conversions task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Opioid Settlement Fund Advisory Board,,,Opioid Settlement Fund Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000314,,opioid settlement fund advisory board,Board/Commission,ops,,,ops
Public Design Commission,Public Design Commission,Public Design Commission,Public Design Commission,Public Design Commission (PDC),Public Design Commission (PDC),Public Design Commission,Public Design Commission,,,,Public Design Commission,Public Design Commission (PDC),Public Design Commission (PDC),Public Design Commission,Public Design Commission  - Executive Director,Art Commission,Art Commission,Active,"Advisory, Oversight, or Regulatory Body","Established in 1898 as the Art Commission, New York City’s design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City’s public art collection and maintains an extensive archive documenting the history of New York City’s public works.",http://www.nyc.gov/designcommission,,"Deputy Mayor for Housing, Economic Development and Workforce",New York City Charter,"Chapter 37, Section 851",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-2603,"There shall be an art commission the members of which shall be the mayor, who may appoint a person to represent him and replace such representative at his pleasure, the president of the Metropolitan Museum of Art, the president of the New York Public Library (Astor, Lenox and Tilden foundations), the president of the Brooklyn Museum, one painter, one sculptor, one architect, and one landscape architect, all of whom shall be residents of the city, and three other residents of the city no one of whom shall be a painter, sculptor, architect, landscape architect or active member of any other profession in the fine arts.",PDC,,,Sreoshy Banerjea,Executive Director,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Public+Design+Commission+%28PDC%29,"The Art Commission was renamed the Public Design Commission by Executive Order 119 for the year 2008, except for court documents, contracts, and any other situation where the name “Art Commission” is legally required.",1898.0,,public-design-commission,2024-07-29,,,Sreoshy,Banerjea,ops,Executive Director,OPS_000316,Sreoshy Banerjea,public design commission,Board/Commission,ops,"[{""id"": ""HOO_000150"", ""name"": NaN, ""score"": 100.0}]","Kept ops record over primary (preserved fields: Notes, Name - NYC.gov Mayor's Office, PrincipalOfficerGivenName, Name - NYC Open Data Portal, Name - CPO, LegalName, LegalCitationText, Name - WeGov, NYCReportingLine, URL, AlternateNames, URISlug, Name - NYC.gov Agency List, Name - ODA, Description, PreliminaryOrganizationType, Acronym, OpenDatasetsURL, PrincipalOfficerTitle, DateCreated, LegalCitationURL, Name, PrincipalOfficerName, FoundingYear, PrincipalOfficerFamilyName, LegalCitation, NameWithAcronym, NameAlphabetized, NameAlphabetizedWithAcronym, AuthorizingAuthority, OperationalStatus)
Merged with HOO_000150 (score: 100.0)
Conflicts: data_source: preferred='ops', secondary='nyc_gov'; NameNormalized: preferred='public design commission', secondary='public design commission executive director'; Agency Name: preferred='Public Design Commission', secondary='Public Design Commission '; URL: preferred='http://www.nyc.gov/designcommission', secondary='https://www.nyc.gov/site/designcommission/index.page'; dedup_source: preferred='ops', secondary='nyc_gov'; RecordID: preferred='OPS_000316', secondary='HOO_000150'; source: preferred='ops', secondary='nyc_gov'",ops
,,,,,,,,,,,Panel on Educational Policy,,,Panel on Educational Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000317,,panel educational policy,Board/Commission,ops,,,ops
,,,,,,,,,,,"Public Realm Improvement Fund Governing Group, Inc.",,,"Public Realm Improvement Fund Governing Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000319,,public realm improvement fund governing group inc,Board/Commission,ops,,,ops
,,,,,,,,,,,Prospect Park Alliance ,,,Prospect Park Alliance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000320,,prospect park alliance,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - PS 1 Contemporary Art Center,,,CIG - PS 1 Contemporary Art Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000321,,cig ps 1 contemporary art center,Board/Commission,ops,,,ops
,,,,,,,,,,,Property Tax Debt Resolution Task Force,,,Property Tax Debt Resolution Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000322,,property tax debt resolution task force,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Public Theater,,,CIG - Public Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000323,,cig public theater,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Queens Museum of Art,,,CIG - Queens Museum of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000326,,cig queens museum of art,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Queens Theatre in the Park,,,CIG - Queens Theatre in the Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000327,,cig queens theatre park,Board/Commission,ops,,,ops
,,,,,,,,,,,Randall's Island Park Alliance ,,,Randall's Island Park Alliance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000328,,randalls island park alliance,Board/Commission,ops,,,ops
,,,,,,,,,,,Rikers Island Advisory Committee,,,Rikers Island Advisory Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000332,,rikers island advisory committee,Board/Commission,ops,,,ops
,,,,,,,,,,,Roosevelt Island Operating Corporation,,,Roosevelt Island Operating Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000333,,roosevelt island operating corporation,Board/Commission,ops,,,ops
,,,,,,,,,,,Residential Mortgage Insurance Corporation ,,,Residential Mortgage Insurance Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000336,,residential mortgage insurance corporation,Board/Commission,ops,,,ops
,,,,,,,,,,,Retirement Savings Board,,,Retirement Savings Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000337,,retirement savings board,Board/Commission,ops,,,ops
,,,,,,,,,,,Shelter Accessibility Advisory Board,,,Shelter Accessibility Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000338,,shelter accessibility advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Sustainability Advisory Board (Formerly OneNYC),,,Sustainability Advisory Board (Formerly OneNYC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000339,,sustainability advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,,,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000341,,hurricane sandy charitable organizations and houses of worship recovery taskforce,Board/Commission,ops,,,ops
,,,,,,,,,,,School Construction Authority- Board of Trustees,,,School Construction Authority- Board of Trustees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000343,,school construction authority board of trustees,Board/Commission,ops,,,ops
,,,,,,,,,,,Sexual Health Education Task Force,,,Sexual Health Education Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000345,,sexual health education task force,Board/Commission,ops,,,ops
,,,,,,,,,,,State Fire Prevention and Building Code Council,,,State Fire Prevention and Building Code Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000346,,state fire prevention and building code council,Board/Commission,ops,,,ops
,,,,,,,,,,,Street Harassment Prevention Advisory Board,,,Street Harassment Prevention Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000347,,street harassment prevention advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Staten Island Children’s Museum,,,CIG - Staten Island Children’s Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000348,,cig staten island childrens museum,Board/Commission,ops,"[{""id"": ""OPS_000350"", ""name"": NaN, ""score"": 82.8}]","nan
Merged with OPS_000350 (score: 82.8)
Conflicts: NameNormalized: preferred='cig staten island childrens museum', secondary='cig staten island museum'; Agency Name: preferred='CIG - Staten Island Children’s Museum', secondary='CIG - Staten Island Museum (also known as SIIAS)'; RecordID: preferred='OPS_000348', secondary='OPS_000350'",ops
,,,,,,,,,,,CIG - Staten Island Historical Society,,,CIG - Staten Island Historical Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000349,,cig staten island historical society,Board/Commission,ops,"[{""id"": ""OPS_000351"", ""name"": NaN, ""score"": 79.4}]","nan
Merged with OPS_000351 (score: 79.4)
Conflicts: NameNormalized: preferred='cig staten island historical society', secondary='cig staten island zoological society'; Agency Name: preferred='CIG - Staten Island Historical Society', secondary='CIG - Staten Island Zoological Society'; RecordID: preferred='OPS_000349', secondary='OPS_000351'",ops
,,,,,,,,,,,CIG - Snug Harbor Cultural Center & Botanical Garden (SHCC),,,CIG - Snug Harbor Cultural Center & Botanical Garden (SHCC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000352,,cig snug harbor cultural center and botanical garden,Board/Commission,ops,,,ops
,,,,,,,,,,,Site Safety Training Task Force,,,Site Safety Training Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000353,,site safety training task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Soil and Water Conservation District ,,,Soil and Water Conservation District ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000355,,soil and water conservation district,Board/Commission,ops,,,ops
,,,,,,,,,,,Trust for Cultural Resources,,,Trust for Cultural Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000359,,trust cultural resources,Board/Commission,ops,,,ops
,,,,,,,,,,,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",,,"Environmentally Preferable Purchasing, Use and Disposal of Textiles Task Force",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000360,,environmentally preferable purchasing use and disposal of textiles task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000361,,temporary task force postincarceration reentry older adults,Board/Commission,ops,,,ops
,,,,,,,,,,,Temporary Task Force to Review Tax Lien Sales,,,Temporary Task Force to Review Tax Lien Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000362,,temporary task force review tax lien sales,Board/Commission,ops,,,ops
,,,,,,,,,,,Traffic Mobility Review Board (aka Congestion Pricing),,,Traffic Mobility Review Board (aka Congestion Pricing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000364,,traffic mobility review board,Board/Commission,ops,,,ops
,,,,,,,,,,,Three Quarter Housing Task Force,,,Three Quarter Housing Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000365,,three quarter housing task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Tobacco Settlement Asset Securitization Corporation,,,Tobacco Settlement Asset Securitization Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000367,,tobacco settlement asset securitization corporation,Board/Commission,ops,,,ops
,,,,,,,,,,,Theater Subdistrict Council Local Development Corporation,,,Theater Subdistrict Council Local Development Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000368,,theater subdistrict council local development corporation,Board/Commission,ops,,,ops
,,,,,,,,,,,Transportation of Students in Temporary Housing Task Force,,,Transportation of Students in Temporary Housing Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000369,,transportation of students temporary housing task force,Board/Commission,ops,,,ops
,,,,,,,,,,,Urban Agricultural Advisory Board,,,Urban Agricultural Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000370,,urban agricultural advisory board,Board/Commission,ops,,,ops
Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,,,,,,,,,,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Campaign Finance Board,New York City Charter,"Chapter 46, Section 1054",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-2972,"There shall be a voter assistance advisory committee consisting of nine members, which shall assist the board with its duties and responsibilities under this chapter, including but not limited to overseeing the voter assistance program established by this chapter.",,,,,,,,2010.0,,voter-assistance-advisory-committee,2024-07-29,,,,,ops,,OPS_000372,,voter assistance advisory committee,Board/Commission,ops,['REC_000245'],"Kept ops record over primary (preserved fields: FoundingYear, LegalCitationText, LegalCitationURL, LegalCitation, PreliminaryOrganizationType, AuthorizingAuthority, NameWithAcronym, NameAlphabetized, NYCReportingLine, DateCreated, NameAlphabetizedWithAcronym, URISlug, Name, OperationalStatus)",ops
,,,,,,,,,,,Vehicle Removal Task Force,,,Vehicle Removal Task Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000374,,vehicle removal task force,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Wave Hill,,,CIG - Wave Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000376,,cig wave hill,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Wildlife Conservation Society,,,CIG - Wildlife Conservation Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000377,,cig wildlife conservation society,Board/Commission,ops,,,ops
,,,,,,,,,,,Workforce Development Council,,,Workforce Development Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000379,,workforce development council,Board/Commission,ops,,,ops
,,,,,,,,,,,CIG - Weeksville Heritage Center,,,CIG - Weeksville Heritage Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000380,,cig weeksville heritage center,Board/Commission,ops,,,ops
,,,,,,,,,,,Workplace Health and Safety Guidance Review Board,,,Workplace Health and Safety Guidance Review Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000381,,workplace health and safety guidance review board,Board/Commission,ops,,,ops
,,,,,,,,,,,Waterfront Management Advisory Board,,,Waterfront Management Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000382,,waterfront management advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,World Trade Center Captive Insurance Company,,,World Trade Center Captive Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000383,,world trade center captive insurance company,Board/Commission,ops,,,ops
,,,,,,,,,,,World Trade Center Memorial Foundation,,,World Trade Center Memorial Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000384,,world trade center memorial foundation,Board/Commission,ops,,,ops
,,,,,,,,,,,World Trade Center Performing Arts Center,,,World Trade Center Performing Arts Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000385,,world trade center performing arts center,Board/Commission,ops,,,ops
,,,,,,,,,,,Young Future Leaders Advisory Board,,,Young Future Leaders Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000386,,young future leaders advisory board,Board/Commission,ops,,,ops
,,,,,,,,,,,Young Men's Initiative Advisory Board,,,Young Men's Initiative Advisory Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ops,,OPS_000387,,young mens initiative advisory board,Board/Commission,ops,,,ops
Advisory Council to the Department for the Aging,"Aging, Advisory Council to the Department for the",,,,,,,,,,,Advisory Council to the Department for the Aging,"Aging, Advisory Council to the Department for the",Advisory Council to the Department for the Aging,,,,Active,"Advisory, Oversight, or Regulatory Body",,,Department for the Aging,Department for the Aging,New York City Charter,"Chapter 66, Section 2403",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-5823,There shall be in the department an advisory council consisting of thirty-one members at least sixteen of whom shall be recipients of services rendered to older adults,,,,,,,,,,advisory-council-to-the-department-for-the-aging,2024-07-29,,,,,primary,,REC_000001,,advisory council to the department for the aging,,nyc_agencies_export,,,primary
Association for a Better New York,Association for a Better New York,,,,Association for a Better New York (ABNY),,,,,,,Association for a Better New York (ABNY),Association for a Better New York (ABNY),Association for a Better New York,,,,Active,Non-Governmental Organization,,https://abny.org/,,,New York State Law,,,,ABNY,,,,,,,1971.0,,association-for-a-better-new-york,2024-07-29,,,,,primary,,REC_000004,,association for a better new york,,nyc_agencies_export,,,primary
Borough Boards,Borough Boards,,,,,,,,,,,Borough Boards,Borough Boards,Borough Boards,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Borough Presidents,New York City Charter,"Chapter 4, Section 85",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-512,"There shall be in each borough a board to be known as the borough board which shall consist of the borough president and the district council members from such borough, and the chairperson of each community board in the borough. The borough president shall be the chairperson of such board, which shall hold public hearings at stated intervals in the borough and report to the council, the mayor and the city planning commission on borough programs and proposed borough capital projects.",,,,,,,,1898.0,,borough-boards,2024-07-29,,,,,primary,,REC_000011,,borough boards,,nyc_agencies_export,,,primary
Borough Historians,Borough Historians,,,,,,,Borough Historians,,,,Borough Historians,Borough Historians,Borough Historians,,,,Active,"Advisory, Oversight, or Regulatory Body",,,,Borough Presidents,New York State Law,"Chapter 11-C, Title U, Article 57, Section 57.07",https://www.nysenate.gov/legislation/laws/ACA/57.07,"Local historian; appointment; maintenance of historical edifices. 1. A local historian shall be appointed, as provided in this section, for each city, town or village, except that in a city of over one million inhabitants a local historian shall be appointed for each borough therein instead of for the city at large; and a county historian may be appointed for each county. Such historian shall be appointed as follows: For a city, by the mayor; for a borough, by the borough president; for a town, by the supervisor; for a village, by the mayor; for a county, by the board of supervisors. Such historian shall serve without compensation, unless the governing board of the city, town, village or county for or in which he or she was appointed or in the city of New York, the mayor, shall otherwise provide. In a city having a board of estimate, other than the city of New York, a resolution or ordinance establishing compensation or salary for such historian shall not take effect without the concurrence of such board. Each local government historian shall promote the establishment and improvement of programs for the management and preservation of local government records with enduring value for historical or other research; encourage the coordinated collection and preservation of nongovernmental historical records by libraries, historical societies, and other repositories; and carry out and actively encourage research in such records in order to add to the knowledge, understanding and appreciation of the community's history. The local authorities of the city, town, village or county for which such historian is appointed, may provide the historian with sufficient space in a safe, vault or other fire proof structure for the preservation of historical materials collected. Such local authorities and also the board of supervisors of each of the counties of the state are hereby authorized and empowered to appropriate, raise by tax and expend moneys for historical purposes within their several jurisdictions, including historical edifices, the erection of historical markers and monuments, the collection of war mementos, and, either alone or in cooperation with patriotic or historical organizations, the preparation and publication of local histories and records and the printing and issuing of other historical materials in aid of the work of the local historian.",,,,,,,,,,borough-historians,2024-07-29,,,,,primary,,REC_000012,,borough historians,,nyc_agencies_export,,,primary
Borough Historical Societies,Borough Historical Societies,,,,,,,Borough Historical Societies,,,,Borough Historical Societies,Borough Historical Societies,Borough Historical Societies,,,,Active,Non-Governmental Organization,,,,,New York State Law,,,,,,,,,,,,,borough-historical-societies,2024-07-29,,,,,primary,,REC_000013,,borough historical societies,,nyc_agencies_export,,,primary
Cabinet for Older New Yorkers,Cabinet for Older New Yorkers,,,,,,,,,,,Cabinet for Older New Yorkers,Cabinet for Older New Yorkers,Cabinet for Older New Yorkers,,,,Active,"Advisory, Oversight, or Regulatory Body",,,Department for the Aging,Department for the Aging,New York City Charter,"Chapter 66, Section 2405",https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCcharter/0-0-0-7224,There shall be a cabinet for older New Yorkers. The cabinet shall meet at least once quarterly.,,,,,,,,2022.0,,cabinet-for-older-new-yorkers,2024-07-29,,,,,primary,,REC_000018,,cabinet for older new yorkers,,nyc_agencies_export,,,primary
