Source,Target,Score,Label,SourceID,TargetID,Notes
NYC Municipal Water Finance Authority|Transitional Finance Authority,NYC Municipal Water Finance Authority|Transitional Finance Authority,,Match,OPS_000290,OPS_000290,
Department of Youth and Community Development,Department of Youth and Community Development,,Match,REC_000067,REC_000067,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,Mayor's Office of Climate and Environmental Justice,,Match,HOO_000001,REC_000118,
,Mayor's Office of Community Mental Health,,Match,HOO_000001,REC_000120,
,,,Match,HOO_000001,HOO_000001,
,Mayor's Office of Criminal Justice|Office of Civil Justice,,Match,HOO_000001,REC_000122,
Office of Food Policy,,,Match,REC_000196,HOO_000064,
Office of Food Policy,Office of Food Policy,,Match,REC_000196,REC_000196,
NYC Emergency Management,NYC Emergency Management,,Match,REC_000173,REC_000173,
,Borough Presidents,,Match,HOO_000001,REC_000249,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Deputy Mayor for Health and Human Services,Deputy Mayor for Health and Human Services,,Match,REC_000070,REC_000070,
Deputy Mayor for Operations,Deputy Mayor for Operations,,Match,REC_000071,REC_000071,
Deputy Mayor for Public Safety,Deputy Mayor for Public Safety,,Match,REC_000072,REC_000072,
Deputy Mayor for Strategic Initiatives,Deputy Mayor for Strategic Initiatives,,Match,REC_000073,REC_000073,
Office of Payroll Administration,,,Match,REC_000206,HOO_000001,
,Mayor's Office for Economic Opportunity,,Match,HOO_000001,REC_000110,
,Mayor's Office of Risk Management and Compliance,,Match,HOO_000001,REC_000141,
,Mayor's Office of Youth Employment,,Match,HOO_000001,REC_000149,
,Mayor's Office to Protect Tenants,,Match,HOO_000001,REC_000151,
,,,Match,HOO_000001,HOO_000001,
,NYC Health + Hospitals,,Match,HOO_000001,REC_000174,
Office of Asylum Seeker Operations,,,Match,REC_000179,HOO_000007,
Office of Asylum Seeker Operations,Office of Asylum Seeker Operations,,Match,REC_000179,REC_000179,
,,,Match,HOO_000001,OPS_000135,
,,,Match,HOO_000001,HOO_000002,
,,,Match,HOO_000001,HOO_000002,
Office of Collective Bargaining,Office of Collective Bargaining,,Match,REC_000190,REC_000190,
,,,Match,HOO_000001,HOO_000001,
Special Commissioner of Investigation for the New York City School District,Special Commissioner of Investigation for the New York City School District,,Match,REC_000233,REC_000233,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000002,HOO_000002,
,Office of Animal Welfare,,Match,HOO_000005,REC_000186,
,Office of Asylum Seeker Operations,,Match,HOO_000007,REC_000179,
,Office of the Chief Counsel to the Mayor and City Hall,,Match,HOO_000001,REC_000210,
,Mayor's Office of Criminal Justice|Office of Civil Justice,,Match,HOO_000001,REC_000122,
,,,Match,HOO_000001,HOO_000001,
,District Attorneys,,Match,HOO_000001,REC_000074,
,Office of Food Policy,,Match,HOO_000064,REC_000196,
Office of the Inspector General for the NYPD,Office of the Inspector General for the NYPD,,Match,REC_000216,REC_000216,
,NYC Media,,Match,HOO_000001,REC_000176,
,Children's Cabinet,,Match,HOO_000001,REC_000171,
,Commission on Gender Equity|Commission on Racial Equity,,Match,HOO_000001,REC_000033,
Mayor's Office|Mayor's Office NYC Service,,,Match,REC_000107,HOO_000001,
Special Commissioner of Investigation for the New York City School District,,,Match,REC_000233,HOO_000001,
Special Commissioner of Investigation for the New York City School District,,,Match,REC_000233,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
First Deputy Mayor,First Deputy Mayor,,Match,OPS_000008,OPS_000008,
Chief Advisor to the Mayor,Chief Advisor to the Mayor,,Match,REC_000022,REC_000022,
,,,Match,HOO_000001,HOO_000110,
Office of the Chief Counsel to the Mayor and City Hall,Office of the Chief Counsel to the Mayor and City Hall,,Match,REC_000210,REC_000210,
,,,Match,HOO_000001,HOO_000001,
Chief Housing Officer,Chief Housing Officer,,Match,REC_000023,REC_000023,
,Mayor's Office of State Legislative Affairs|Mayor's Office of City Legislative Affairs|Mayor's Office of Federal Legislative Affairs,,Match,HOO_000001,REC_000145,
,Mayor's Office of Pensions and Investments,,Match,HOO_000001,REC_000139,
,Mayor's Office of Policy and Planning,,Match,HOO_000001,REC_000140,
,Mayor's Office of State Legislative Affairs|Mayor's Office of City Legislative Affairs|Mayor's Office of Federal Legislative Affairs,,Match,HOO_000001,REC_000145,
Mayor's Office for the Prevention of Hate Crimes,,,Match,REC_000113,HOO_000001,
New York City Office of the Actuary,,,Match,REC_000163,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Office of the Chief Counsel to the Mayor and City Hall,Office of the Chief Counsel to the Mayor and City Hall,,Match,REC_000210,REC_000210,
Commission on Human Rights,Commission on Human Rights,,Match,REC_000034,REC_000034,
Department of Buildings,Department of Buildings,,Match,REC_000044,REC_000044,
Department of City Planning|City Planning Commission,Department of City Planning|City Planning Commission,,Match,REC_000045,REC_000045,
Department of Citywide Administrative Services,Department of Citywide Administrative Services,,Match,REC_000046,REC_000046,
Department of Consumer and Worker Protection,Department of Consumer and Worker Protection,,Match,REC_000047,REC_000047,
Department of Consumer and Worker Protection,,,Match,REC_000047,HOO_000001,
Department of Cultural Affairs,Department of Cultural Affairs,,Match,REC_000049,REC_000049,
Department of Design and Construction,Department of Design and Construction,,Match,REC_000050,REC_000050,
Department of Environmental Protection,Department of Environmental Protection,,Match,REC_000052,REC_000052,
Department of Health and Mental Hygiene,Department of Health and Mental Hygiene,,Match,REC_000054,REC_000054,
Department of Housing Preservation and Development,,,Match,REC_000056,HOO_000001,
Department of Housing Preservation and Development,Department of Housing Preservation and Development,,Match,REC_000056,REC_000056,
,,,Match,HOO_000001,HOO_000001,
Department of Records and Information Services,,,Match,REC_000061,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Department of Youth and Community Development,Department of Youth and Community Development,,Match,REC_000067,REC_000067,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,Mayor's Office of Contract Services|Office of Administrative Services,,Match,HOO_000001,REC_000121,
,Mayor's Office of Appointments,,Match,HOO_000001,REC_000115,
Office of Capital Project Development,Office of Capital Project Development,,Match,REC_000256,REC_000256,
,Mayor's Office of Citywide Event Coordination and Management,,Match,HOO_000001,REC_000117,
Office of Correspondence,Office of Correspondence,,Match,REC_000253,REC_000253,
,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,,Match,HOO_000001,REC_000125,
,Mayor's Office of Ethnic and Community Media,,Match,HOO_000001,REC_000128,
,Mayor's Office of Immigrant Affairs,,Match,HOO_000001,REC_000132,
,,,Match,HOO_000001,HOO_000001,
,Mayor's Office of Media and Entertainment,,Match,HOO_000001,REC_000135,
,Mayor's Office of Special Enforcement,,Match,HOO_000001,REC_000142,
,Mayor's Office of Special Projects and Community Events,,Match,HOO_000001,REC_000143,
,"Mayor's Office of Sports, Wellness, and Recreation",,Match,HOO_000001,REC_000144,
NYC Emergency Management,NYC Emergency Management,,Match,REC_000173,REC_000173,
NYC Emergency Management,NYC Emergency Management,,Match,REC_000173,REC_000173,
Office of Labor Relations,Office of Labor Relations,,Match,REC_000199,REC_000199,
Mayor's Office of Management and Budget,,,Match,REC_000202,HOO_000001,
Office of Technology and Innovation,,,Match,REC_000209,HOO_000001,
Office of the Chief Medical Examiner,,,Match,REC_000211,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
NYC Municipal Water Finance Authority|Transitional Finance Authority,NYC Municipal Water Finance Authority|Transitional Finance Authority,,Match,OPS_000290,OPS_000290,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,New York City Housing Authority,,Match,HOO_000001,REC_000175,
Queens Public Library,,,Match,OPS_000413,HOO_000001,
,Department of Housing Preservation and Development,,Match,HOO_000001,REC_000056,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Department of Consumer and Worker Protection,,,Match,REC_000047,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
Department of Citywide Administrative Services,Department of Citywide Administrative Services,,Match,REC_000046,REC_000046,
Commission on Gender Equity|Commission on Racial Equity,,,Match,REC_000033,HOO_000001,
Commission on Gender Equity|Commission on Racial Equity,Commission on Gender Equity|Commission on Racial Equity,,No Match,REC_000033,REC_000033,
Mayor's Community Affairs Unit,Mayor's Community Affairs Unit,,Match,REC_000105,REC_000105,
Department of Consumer and Worker Protection,Department of Consumer and Worker Protection,,Match,REC_000047,REC_000047,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,,No Match,OPS_000112,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
New York City Housing Authority,New York City Housing Authority,,Match,REC_000175,REC_000175,
,Economic Development Corporation|Housing Development Corporation|United Nations Development Corporation,,No Match,HOO_000001,OPS_000112,
Department of Housing Preservation and Development,Department of Housing Preservation and Development,,Match,REC_000056,REC_000056,
,,,No Match,HOO_000001,HOO_000001,
,Office of Labor Relations,,Match,HOO_000001,REC_000199,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,Mayor's Office of Environmental Coordination|Mayor's Office of Environmental Remediation,,No Match,HOO_000001,REC_000125,
,Mayor's Office of Equity and Racial Justice,,Match,HOO_000001,REC_000127,
,,,No Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,New York City Employees' Retirement System,,Match,HOO_000001,REC_000161,
,New York City Employees' Retirement System,,Match,HOO_000001,REC_000161,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Public Administrator,Public Administrator,,Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Department of Youth and Community Development,Department of Youth and Community Development,,Match,REC_000067,REC_000067,
Board of Elections|Board of Correction,,,No Match,OPS_000390,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,Borough Presidents,,Match,HOO_000001,REC_000249,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,Borough Presidents,,Match,HOO_000001,REC_000249,
,Borough Presidents,,Match,HOO_000001,REC_000249,
NYC Emergency Management,NYC Emergency Management,,Match,REC_000173,REC_000173,
,"Office of Film, Theater & Broadcasting",,Match,HOO_000001,REC_000195,
,Borough Presidents,,Match,HOO_000001,REC_000249,
,,,No Match,HOO_000001,HOO_000001,
,Borough Presidents,,Match,HOO_000001,REC_000249,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
,,,Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Office of Climate Resiliency,,,No Match,REC_000189,HOO_000001,
Office of Information Privacy,Office of Information Privacy,,Match,REC_000254,REC_000254,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Public Administrator,Public Administrator,,No Match,REC_000227,REC_000227,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Special Commissioner of Investigation for the New York City School District,,,Match,REC_000233,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,,,Match,HOO_000001,HOO_000001,
,Office of Technology and Innovation,,Match,HOO_000134,REC_000209,
Special Commissioner of Investigation for the New York City School District,Special Commissioner of Investigation for the New York City School District,,Match,REC_000233,REC_000233,
Deputy Mayor for Operations,Deputy Mayor for Communications,,No Match,REC_000071,REC_000215,
,,,Match,HOO_000001,HOO_000001,
Deputy Mayor for Health and Human Services,Deputy Mayor for Health and Human Services,,Match,REC_000070,REC_000070,
Deputy Mayor for Public Safety,Deputy Mayor for Public Safety,,Match,REC_000072,REC_000072,
Deputy Mayor for Strategic Initiatives,Deputy Mayor for Strategic Initiatives,,Match,REC_000073,REC_000073,
Deputy Mayor for Communications,Deputy Mayor for Operations,,No Match,REC_000215,REC_000071,
Deputy Mayor for Communications,Deputy Mayor for Public Safety,,No Match,REC_000215,REC_000072,
Chief Advisor to the Mayor,,,Match,REC_000022,HOO_000001,
,Chief Housing Officer,,No Match,HOO_000001,REC_000023,
,Mayor's Office of Policy and Planning,,Match,HOO_000001,REC_000140,
,Chief Advisor to the Mayor,,Match,HOO_000001,REC_000022,
Chief Housing Officer,,,No Match,REC_000023,HOO_000001,
Children's Cabinet,,,Match,REC_000171,HOO_000001,
Office of Asylum Seeker Operations,Office of Asylum Seeker Operations,,Match,REC_000179,REC_000179,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Office of the Chief Counsel to the Mayor and City Hall,Office of the Chief Counsel to the Mayor and City Hall,,Match,REC_000210,REC_000210,
"Office of Film, Theater & Broadcasting",,,Match,REC_000195,HOO_000001,
,Board of Elections|Board of Correction,,No Match,HOO_000001,OPS_000390,
Borough Presidents,Borough Presidents,,No Match,REC_000249,REC_000249,
Borough Presidents,Borough Presidents,,No Match,REC_000249,REC_000249,
Borough Presidents,,,Match,REC_000249,HOO_000001,
Borough Presidents,Borough Presidents,,No Match,REC_000249,REC_000249,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
Borough Presidents,Borough Presidents,,No Match,REC_000249,REC_000249,
Borough Presidents,,,Match,REC_000249,HOO_000001,
Borough Presidents,Borough Presidents,,No Match,REC_000249,REC_000249,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
,,,No Match,HOO_000001,HOO_000001,
