Source,Target,Score,Label,SourceID,TargetID,Notes
investigation department,transportation department,77.6,No Match,REC_000058,REC_000065,
environmental justice advisory board,mental hygiene advisory board,77.6,No Match,OPS_000226,REC_000153,
mental hygiene advisory board,nightlife advisory board,77.5,No Match,REC_000153,OPS_000292,
mayor operations,operations mayor,77.5,Match,REC_327739,REC_207803,
mayor environmental coordination,mayor environmental remediation,77.5,No Match,REC_413459,REC_425485,
city planning department,department city planning,77.5,Match,REC_438135,REC_801631,
aging department,department aging,77.5,Match,REC_264077,OPS_000095,
department investigation,investigation department,77.5,Match,REC_178964,REC_000058,
board correction,correction board,77.5,Match,REC_010874,REC_821752,
law department,police department,77.4,No Match,OPS_000119,OPS_000124,
board correction,board elections,77.4,No Match,REC_010874,REC_127323,
medical equity advisory board,mental hygiene advisory board,77.4,No Match,OPS_000275,REC_000153,
commission racial equity,new york city commission racial equity,77.4,Match,OPS_000019,REC_580278,
juvenile justice advisory board,rental horse advisory board,77.4,No Match,OPS_000262,OPS_000331,
public advocate,utility advocate,77.4,No Match,OPS_000411,REC_293534,
correction board,elections board,77.4,No Match,REC_821752,REC_495592,
education department,investigation department,77.3,No Match,REC_000051,REC_000058,
aging department,fire department,77.3,No Match,REC_264077,OPS_000113,
aging department,fire department new york city,77.3,No Match,REC_264077,REC_641816,
department education,department investigation,77.3,No Match,REC_608116,REC_178964,
mayor executive director talent workforce development,mayors talent workforce development,77.3,Match,REC_525363,REC_299015,
nightlife advisory board,veterans advisory board,77.3,No Match,OPS_000292,OPS_000373,
borough president brooklyn,borough presidents,77.3,No Match,REC_616168,REC_000249,
mayor chief efficiency officer,mayor chief housing officer,77.2,No Match,REC_504785,REC_376916,
economic development corporation,united nations development corporation,77.1,No Match,OPS_000112,OPS_000371,
new york city actuary,new york city company,77.1,No Match,REC_157795,REC_710700,
city commission human rights,human rights city commission,77.1,Match,OPS_000185,REC_808069,
actuary new york city,new york city actuary,77.1,Match,REC_337677,REC_157795,
department homeless services,department social services,77,No Match,REC_040026,REC_807530,
racial justice commission,taxi limousine commission,77,No Match,OPS_000334,REC_393458,
green economy advisory council,senior advisory council,77,No Match,OPS_000237,OPS_000340,
boro president queens,borough presidents,76.9,No Match,OPS_000394,REC_000249,
engagement,mayor engagement,76.9,Match,REC_791466,REC_868844,
teacher retirement system,teachers retirement system city new york,76.9,Match,REC_378422,REC_710201,
mayor administrative services,mayor contract services,76.9,No Match,REC_966819,REC_643802,
department veteran services,veterans service department,76.9,Match,REC_921923,REC_214177,
finance department,sanitation department,76.8,No Match,REC_000053,REC_000062,
community action board department youth community development,department youth community development,76.8,No Match,REC_786116,REC_084946,
districting commission,new york city sports commission,76.8,No Match,REC_000075,REC_347920,
tax commission new york city,taxi limousine commission,76.8,No Match,REC_685952,REC_393458,
tax commission,taxi limousine commission,76.8,No Match,OPS_000358,REC_393458,
child care advisory board,nightlife advisory board,76.8,No Match,OPS_000182,OPS_000292,
new york city care,new york city media,76.8,No Match,REC_804317,REC_018081,
department finance,department sanitation,76.8,No Match,REC_724087,REC_066367,
real estate advisory board,veterans advisory board,76.7,No Match,OPS_000329,OPS_000373,
nightlife advisory board,sustainability advisory board,76.7,No Match,OPS_000292,OPS_000339,
mayor sports wellness recreation,sports wellness recreation advisory board,76.7,No Match,REC_320970,REC_989285,
department small business services,department social services,76.7,No Match,REC_848559,REC_807530,
education department,parks recreation department,76.6,No Match,REC_000051,REC_981358,
parks recreation department,probation department,76.6,No Match,REC_981358,REC_000060,
department parks recreation,department probation,76.6,No Match,REC_579295,REC_947426,
department education,department parks recreation,76.6,No Match,REC_608116,REC_579295,
department small business services,department veterans services,76.6,No Match,REC_848559,REC_160590,
land development corporation,moynihan station development corporation,76.5,No Match,OPS_000265,OPS_000280,
mental hygiene advisory board,veterans advisory board,76.5,No Match,REC_000153,OPS_000373,
department environmental protection,enviormental protection department,76.5,Match,REC_168497,REC_735117,
medical equity advisory board,real estate advisory board,76.4,No Match,OPS_000275,OPS_000329,
department homeless services,homeless services department,76.4,Match,REC_040026,REC_262907,
department homeless services,department veterans services,76.4,No Match,REC_040026,REC_160590,
department finance,department investigation,76.4,No Match,REC_724087,REC_178964,
talent workforce development mayor,workforce development,76.4,Match,REC_707546,REC_127891,
mental hygiene advisory board,real estate advisory board,76.4,No Match,REC_000153,OPS_000329,
cultural affairs advisory commission,small business advisory commission,76.4,No Match,OPS_000174,OPS_000342,
medical equity advisory board,rental horse advisory board,76.4,No Match,OPS_000275,OPS_000331,
kings county public administrator,public administrator kings county,76.4,Match,OPS_000407,REC_419693,
young future leaders advisory board,young men initiative advisory board,76.4,No Match,OPS_000386,REC_385855,
child care advisory board,juvenile justice advisory board,76.4,No Match,OPS_000182,OPS_000262,
algorithm advisory committee,citizens advisory committee,76.4,No Match,OPS_000138,OPS_000177,
finance department,investigation department,76.4,No Match,REC_000053,REC_000058,
mayor talent workforce development,workforce development,76.4,Match,REC_421536,REC_127891,
juvenile justice advisory board,nightlife advisory board,76.3,No Match,OPS_000262,OPS_000292,
new york city care,new york city loft board,76.2,No Match,REC_804317,REC_660568,
loft board,youth board,76.2,No Match,OPS_000268,OPS_000388,
city university new york board trustees,city university new york task force,76.2,No Match,REC_551007,OPS_000211,
city university new york,city university new york board trustees,76.2,No Match,REC_692175,REC_551007,
cig new york city center,new york city care,76.2,No Match,OPS_000300,REC_804317,
cig new york city ballet,new york city care,76.2,No Match,OPS_000296,REC_804317,
mwbe advisory board,veterans advisory board,76.2,No Match,OPS_000289,OPS_000373,
department education,department transportation,76.1,No Match,REC_608116,REC_622159,
homeless services department,police department new york city,76.1,No Match,REC_262907,REC_324614,
mwbe advisory board,real estate advisory board,76.1,No Match,OPS_000289,OPS_000329,
education department,transportation department,76.1,No Match,REC_000051,REC_000065,
homeless services department,police department,76.1,No Match,REC_262907,OPS_000124,
commission gender equality,commission racial equity,76,No Match,REC_498737,OPS_000019,
brooklyn navy yard development corporation,land development corporation,76,No Match,OPS_000166,OPS_000265,
medical equity advisory board,sustainability advisory board,76,No Match,OPS_000275,OPS_000339,
street harassment prevention advisory board,street vendor advisory board,76,No Match,OPS_000347,OPS_000354,
board elections,elections board,76,Match,REC_127323,REC_495592,
borough president bronx,borough president manhattan,76,No Match,REC_766673,REC_426885,
civil service commission,racial justice commission,76,No Match,OPS_000207,OPS_000334,
chief medical examiner,chief medical examiner new york city,75.9,Match,REC_505512,REC_173135,
fire department,law department,75.9,No Match,OPS_000113,OPS_000119,
new york city care,new york city service,75.9,No Match,REC_804317,OPS_000077,
districting commission,new york city districting commission,75.9,Match,REC_000075,OPS_000214,
new york city care,new york city company,75.9,No Match,REC_804317,REC_710700,
hosing development corporation,primary care development corporation,75.8,No Match,REC_710768,OPS_000315,
parks recreation department,sanitation department,75.8,No Match,REC_981358,REC_000062,
department parks recreation,department sanitation,75.8,No Match,REC_579295,REC_066367,
mental hygiene advisory board,mwbe advisory board,75.8,No Match,REC_000153,OPS_000289,
department small business services,department veteran services,75.8,No Match,REC_848559,REC_921923,
medical equity advisory board,mwbe advisory board,75.8,No Match,OPS_000275,OPS_000289,
lower manhattan development corporation,united nations development corporation,75.8,No Match,OPS_000267,OPS_000371,
cig brooklyn botanical garden,cig queens botanical garden,75.7,No Match,OPS_000156,OPS_000324,
police department,probation department,75.7,No Match,OPS_000124,REC_000060,
child care advisory board,hivaids services advisory board,75.7,No Match,OPS_000182,OPS_000245,
homeless services department,veterans service department,75.6,No Match,REC_262907,REC_214177,
dangerous dog advisory board,veterans advisory board,75.6,No Match,OPS_000216,OPS_000373,
food service establishment advisory board,hivaids services advisory board,75.6,No Match,OPS_000235,OPS_000245,
new york city 311,new york city media,75.6,No Match,REC_460937,REC_018081,
borough president manhattan,borough presidents,75.6,No Match,REC_426885,REC_000249,
cig new york city center,new york city actuary,75.6,No Match,OPS_000300,REC_157795,
deputy mayor housing economic development workforce,mayor deputy mayor economic workforce development,75.6,Match,REC_625583,REC_656694,
law department,probation department,75.6,No Match,OPS_000119,REC_000060,
civic engagement commission,civil service commission,75.6,No Match,OPS_000191,OPS_000207,
community services board developmental disabilities subcommittee,community services board substance use subcommittee,75.6,No Match,OPS_000204,OPS_000206,
civil service commission,civil service commission screening committee,75.6,No Match,OPS_000207,OPS_000208,
education department,law department,75.6,No Match,REC_000051,OPS_000119,
cultural affairs department,department cultural affairs,75.6,Match,REC_475109,REC_471078,
department parks recreation,parks recreation department,75.6,Match,REC_579295,REC_981358,
department homeless services,department veteran services,75.6,No Match,REC_040026,REC_921923,
chief climate officer,chief efficiency officer,75.6,No Match,OPS_000012,OPS_000014,
kings county public administrator,public administrator,75.5,No Match,OPS_000407,REC_000227,
real estate advisory board,sustainability advisory board,75.5,No Match,OPS_000329,OPS_000339,
public administrator,public administrator kings county,75.5,No Match,REC_000227,REC_419693,
public administrator,public administrator bronx county,75.5,No Match,REC_000227,OPS_000389,
brooklyn public library,brooklyn public library board trustees,75.4,No Match,REC_000016,REC_573295,
child care advisory board,medical equity advisory board,75.4,No Match,OPS_000182,OPS_000275,
hivaids services advisory board,veterans advisory board,75.4,No Match,OPS_000245,OPS_000373,
hosing development corporation,lower manhattan development corporation,75.4,No Match,REC_710768,OPS_000267,
community action board,community services board,75.4,No Match,REC_000039,OPS_000203,
department finance,fire department,75.3,No Match,REC_724087,OPS_000113,
department aging,department correction,75.3,No Match,OPS_000095,REC_002886,
department finance,fire department new york city,75.3,No Match,REC_724087,REC_641816,
economic development corporation,primary care development corporation,75.3,No Match,OPS_000112,OPS_000315,
environmental justice advisory board,real estate advisory board,75.3,No Match,OPS_000226,OPS_000329,
aging department,correction department,75.3,No Match,REC_264077,REC_000048,
gender racial equity advisory board,real estate advisory board,75.2,No Match,REC_334517,OPS_000329,
cig brooklyn botanical garden,cig new york botanical garden,75.2,No Match,OPS_000156,OPS_000295,
mental hygiene advisory board,street vendor advisory board,75.2,No Match,REC_000153,OPS_000354,
environmental justice advisory board,nightlife advisory board,75,No Match,OPS_000226,OPS_000292,
cig bronx museum arts,cig brooklyn museum,75,No Match,REC_442640,OPS_000171,
community boards,community services board,75,No Match,OPS_000396,OPS_000203,
Mayor's Office of Equity (MOE),Mayor's Office of Efficiency,75,No Match,,,
juvenile justice advisory board,mental hygiene advisory board,75,No Match,OPS_000262,REC_000153,
juvenile justice advisory board,medical equity advisory board,75,No Match,OPS_000262,OPS_000275,
economic development corporation board trustees,economic development corporation real estate life sciences advisory board,75,No Match,REC_207761,OPS_000224,
Small Business Services (SBS),Department of Small Business Services,75,Match,HOO_000157,OPS_000133,
mayor nightlife,nightlife,75,Match,REC_917371,REC_025123,
mayor new york city service,new york city sheriff,75,No Match,REC_694017,REC_032939,
administrative tax appeals,administrative trials hearings,75,No Match,REC_136421,REC_677133,
art commission,banking commission,75,No Match,REC_000003,OPS_000155,
economic development corporation,moynihan station development corporation,75,No Match,OPS_000112,OPS_000280,
buildings department,department buildings,75,Match,REC_000044,REC_624490,
banking commission,tax commission new york city,75,No Match,OPS_000155,REC_685952,
banking commission,tax commission,75,No Match,OPS_000155,OPS_000358,
technology innovation,technology innovation new york city,75,Match,REC_634438,REC_307018,
mayors talent workforce development,workforce development,75,Match,REC_299015,REC_127891,
department probation,probation department,75,No Match,REC_947426,REC_000060,
finance department,law department,75,No Match,REC_000053,OPS_000119,
GreeNYC (GNYC),GreeNYC,74,Match,HOO_000066,REC_000090,
"City Council, New York",City Council,73,Match,HOO_000025,OPS_000399,
administrative justice coordinator nyc office of,office of administrative justice coordinator,,Match,HOO_000001,OPS_000085,
administrative trials and hearings office of,office of administrative trials and hearings,,Match,REC_000185,OPS_000126,
aging department for the,department for the aging,,Match,OPS_000095,REC_000043,
board of education retirement system,education retirement system board of,,Match,REC_000007,REC_000007,
chief medical examiner nyc office of,office of chief medical examiner,,Match,HOO_000021,OPS_000127,
child care and early childhood education office for,mayors office for child care and early childhood education,,Match,HOO_000022,REC_000109,
childrens services administration for,administration for childrens services,,Match,REC_000000,OPS_000084,
city clerk office of the,office of the city clerk,,Match,REC_000212,REC_000212,
city clerk office of the,city clerk,,Match,REC_000212,OPS_000397,
city clerk office of the,city clerk clerk of the council,,No Match,,,
citywide administrative services department of,department of citywide administrative services,,Match,REC_000046,OPS_000089,
citywide event coordination and management office of,mayors office of citywide event coordination and management,,Match,HOO_000029,OPS_000013,
citywide event coordination and management office of,office of citywide event coordination and management,,Match,HOO_000029,OPS_000013,
civil service commission,civil service commission city,,Match,OPS_000207,OPS_000207,
commission to combat police corruption,police corruption commission to combat,,Match,REC_000037,REC_000037,
consumer and worker protection department of,department of consumer and worker protection,,Match,REC_000047,OPS_000092,
consumer and worker protection department of,department of consumer worker protection,,Match,REC_000047,OPS_000092,
contract services mayors office of,mayors office of contract services,,Match,REC_000121,OPS_000039,
correction board of,board of correction,,Match,OPS_000167,OPS_000167,
design and construction department of,department of design and construction,,Match,REC_000050,OPS_000093,
district attorney kings county,kings county district attorney,,Match,OPS_000400,,
district attorney kings county,district attorney kings,,Match,OPS_000400,REC_000074,
district attorney new york county,new york county district attorney,,Match,OPS_000402,,
district attorney new york county,district attorney new york,,Match,OPS_000402,OPS_000402,
district attorney richmond county,richmond county district attorney,,Match,OPS_000404,,
economic development corporation,economic development corporation nyc,,Match,OPS_000112,OPS_000112,
elections board of,board of elections,,Match,OPS_000390,OPS_000390,
ethnic and community media mayors office of,mayors office of ethnic and community media,,Match,HOO_000061,OPS_000040,
health and mental hygiene department of,department of health and mental hygiene,,Match,REC_000054,OPS_000100,
health and mental hygiene department of,health mental hygiene department of,,Match,REC_000054,REC_000054,
homeless services department of,department of homeless services,,Match,REC_000055,REC_000055,
housing development corporation,housing development corporation nyc,,Match,OPS_000246,OPS_000112,
housing preservation and development department of,department of housing preservation and development,,Match,REC_000056,REC_000056,
housing recovery operations,mayors office of housing recovery operations,,Match,HOO_000072,HOO_000072,
human rights city commission on,commission on human rights,,Match,HOO_000075,REC_000034,
human rights city commission on,human rights commission on,,Match,HOO_000075,REC_000034,
independent budget office nyc,independent budget office,,Match,HOO_000077,OPS_000406,
intergovernmental affairs mayors office of,mayors office of intergovernmental affairs,,Match,HOO_000079,OPS_000028,
judiciary mayors advisory committee on the,mayors advisory committee on the judiciary,,Match,OPS_000270,OPS_000270,
library queens public,queens public library,,Match,OPS_000413,OPS_000413,
mayors office for people with disabilities,office for people with disabilities,,Match,OPS_000046,,
mayors office of environmental remediation,office of environmental remediation,,Match,OPS_000066,OPS_000066,
mayors office of special projects community events,mayors office of special projects and community events,,Match,OPS_000052,OPS_000052,
mayors office of special projects community events,office of special projects and community events,,Match,OPS_000052,OPS_000052,
mayors office of strategic partnerships,office of strategic partnerships,,Match,OPS_000072,OPS_000072,
mayors office to end domestic and genderbased violence,office to end domestic violence and genderbased violence,,Match,HOO_000100,,
mayors public engagement unit,public engagement unit,,Match,OPS_000074,OPS_000074,
media and entertainment mayors office of,mayors office of media and entertainment,,Match,REC_000135,OPS_000044,
media and entertainment mayors office of,office of media and entertainment,,Match,REC_000135,OPS_000044,
parks and recreation department of,department of parks and recreation,,Match,REC_000059,OPS_000105,
payroll administration office of,office of payroll administration,,Match,REC_000206,OPS_000131,
police pension fund,nyc police pension fund,,Match,OPS_000410,OPS_000410,
prevention of hate crimes office for,office for the prevention of hate crimes,,Match,HOO_000140,OPS_000069,
prevention of hate crimes office for,mayors office for the prevention of hate crimes,,Match,HOO_000140,REC_000113,
records and information services department of,department of records and information services,,Match,HOO_000152,REC_000061,
school construction authority,school construction authority nyc,,Match,OPS_000134,,
small business services,department of small business services,,Match,OPS_000133,OPS_000133,
special enforcement mayors office of,mayors office of special enforcement,,Match,REC_000142,OPS_000071,
sports wellness and recreation mayors office of,mayors office of sports wellness and recreation,,Match,HOO_000161,OPS_000356,
sports wellness and recreation mayors office of,office of sports wellness and recreation,,Match,HOO_000161,OPS_000356,
standards and appeals board of,board of standards and appeals,,Match,OPS_000172,OPS_000172,
taxi and limousine commission,taxi limousine commission,,Match,OPS_000137,OPS_000137,
taxi and limousine commission,nyc taxi and limousine commission,,Match,OPS_000137,,
transitional finance authority new york city,new york city transitional finance authority,,Match,HOO_000170,OPS_000416,
veterans services department of,department of veterans services,,Match,HOO_000173,OPS_000110,
water finance authority nyc municipal,nyc municipal water finance authority,,Match,OPS_000290,OPS_000290,
water finance authority nyc municipal,municipal water finance authority,,Match,OPS_000290,OPS_000290,
youth and community development department of,department of youth and community development,,Match,REC_000067,OPS_000111,
bronx borough president,borough president bronx,,Match,,,
brooklyn borough president,borough president brooklyn,,Match,,,
manhattan borough president,borough president manhattan,,Match,,,
mayors office of climate and environmental justice,office of climate and environmental justice,,Match,OPS_000037,OPS_000037,
mayors office of community mental health,office of community mental health,,Match,OPS_000064,OPS_000064,
mayors office of criminal justice,criminal justice mayors office of,,Match,OPS_000038,HOO_000045,
mayors office of criminal justice,office of criminal justice,,Match,OPS_000038,OPS_000038,
mayors office of food policy,food policy mayors office of,,Match,OPS_000042,HOO_000064,
mayors office of food policy,office of food policy,,Match,OPS_000042,OPS_000042,
nyc emergency management,emergency management nyc,,Match,REC_000173,REC_000173,
queens borough president,borough president queens,,Match,HOO_000012,REC_000249,
staten island borough president,borough president staten island,,Match,,,
bronx county district attorney,district attorney bronx county,,Match,,OPS_000401,
deputy mayor for economic and workforce development,office of the deputy mayor for economic and workforce development,,Match,OPS_000003,OPS_000003,
deputy mayor for health and human services,office of the deputy mayor for health and human services,,Match,REC_000070,REC_000070,
deputy mayor for operations,office of the deputy mayor for operations,,Match,REC_000071,REC_000071,
deputy mayor for public safety,office of the deputy mayor for public safety,,Match,REC_000072,REC_000072,
deputy mayor for strategic initiatives,office of the deputy mayor for strategic initiatives,,Match,REC_000073,REC_000073,
financial information services agency office of payroll administration,financial information services agency office of the payroll administration,,Match,,,
mayors office for economic opportunity,office for economic opportunity,,Match,OPS_000060,,
mayors office of risk management and compliance,office of risk management and compliance,,Match,,,
mayors office of youth employment,office of youth employment,,Match,OPS_000054,OPS_000054,
mayors office to protect tenants,office to protect tenants,,Match,OPS_000050,OPS_000050,
mayors office of talent and workforce development,talent and workforce development mayors office of,,Match,OPS_000059,HOO_000164,
nyc health hospitals,health hospitals nyc,,Match,OPS_000117,REC_000174,
nyc office of asylum seeker operations,asylum seeker operations office of,,Match,OPS_000061,HOO_000007,
nyc office of asylum seeker operations,mayors office of asylum seeker operations,,Match,OPS_000061,OPS_000061,
nyc sheriff,sheriff,,Match,HOO_000130,OPS_000135,
office of administrative tax appeals,administrative tax appeals office of,,Match,OPS_000125,HOO_000002,
office of administrative tax appeals,tax appeals office of administrative,,Match,OPS_000125,HOO_000002,
office of collective bargaining,collective bargaining office of,,Match,REC_000190,REC_000190,
queens county district attorney,district attorney queens county,,Match,,OPS_000403,
the special commissioner of investigation for the new york city school district,special commissioner of investigation for the new york city school district,,Match,OPS_000344,REC_000233,
young mens initiative,nyc young mens initiative,,Match,OPS_000082,HOO_000132,
administrative tax appeals office of,tax appeals office of administrative,,Match,HOO_000002,HOO_000002,
animal welfare nyc mayors office of,office of animal welfare,,Match,HOO_000005,OPS_000035,
asylum seeker operations office of,mayors office of asylum seeker operations,,Match,HOO_000007,OPS_000061,
counsel to the mayor office of,counsel to the mayor,,Match,HOO_000044,OPS_000002,
criminal justice mayors office of,office of criminal justice,,Match,HOO_000045,OPS_000038,
district attorney bronx county,district attorney bronx,,Match,OPS_000401,OPS_000401,
district attorney queens county,district attorney queens,,Match,OPS_000403,REC_000074,
food policy mayors office of,office of food policy,,Match,HOO_000064,OPS_000042,
inspector general nypd office of the,office of the inspector general for the nypd,,Match,REC_000216,REC_000216,
media nyc,nyc media,,Match,HOO_000123,REC_000176,
nyc childrens cabinet,childrens cabinet,,Match,OPS_000088,REC_000171,
nyc commission on racial equity,commission on racial equity,,Match,HOO_000125,REC_000035,
nyc service,mayors office nyc service,,Match,HOO_000130,REC_000114,
special commissioner of investigation for the new york city school district,special commissioner of investigation for the nyc school district,,Match,REC_000233,OPS_000344,
special commissioner of investigation for the new york city school district,investigation for the nyc school district special commissioner of,,Match,REC_000233,,
urban agriculture mayors office of,mayors office of urban agriculture,,Match,HOO_000172,OPS_000053,
office of the first deputy mayor,first deputy mayor,,Match,OPS_000008,OPS_000008,
office of the chief advisor to the mayor,chief advisor to the mayor,,Match,OPS_000000,REC_000022,
office of the chief of staff,mayors office chief of staff,,Match,,HOO_000110,
office of the chief counsel to the mayor and city hall,mayors office of the chief counsel to the mayor and city hall,,Match,REC_000210,REC_000210,
office of the chief efficiency officer,chief efficiency officer,,Match,OPS_000014,OPS_000014,
office of the chief housing officer,chief housing officer,,Match,REC_000023,REC_000023,
mayors office of city legislative affairs,city legislative affairs,,Match,,,
mayors office of pensions investments,office of pensions and investments,,Match,OPS_000048,OPS_000048,
mayors office of policy and planning,office of policy and planning,,Match,OPS_000049,OPS_000049,
mayors office of state legislative affairs,state legislative affairs,,Match,,,
office for the prevention of hate crimes,mayors office for the prevention of hate crimes,,Match,,,
office of the actuary,actuary office of,,Match,,,
bronx community board 1,bronx community board 2,,No Match,,,
bronx community board 1,bronx community board 3,,No Match,,,
bronx community board 1,bronx community board 4,,No Match,,,
bronx community board 1,bronx community board 5,,No Match,,,
bronx community board 1,bronx community board 6,,No Match,,,
bronx community board 1,bronx community board 7,,No Match,,,
bronx community board 1,bronx community board 8,,No Match,,,
bronx community board 1,bronx community board 9,,No Match,,,
bronx community board 2,bronx community board 3,,No Match,,,
bronx community board 2,bronx community board 4,,No Match,,,
bronx community board 2,bronx community board 5,,No Match,,,
bronx community board 2,bronx community board 6,,No Match,,,
bronx community board 2,bronx community board 7,,No Match,,,
bronx community board 2,bronx community board 8,,No Match,,,
bronx community board 2,bronx community board 9,,No Match,,,
bronx community board 3,bronx community board 4,,No Match,,,
bronx community board 3,bronx community board 5,,No Match,,,
bronx community board 3,bronx community board 6,,No Match,,,
bronx community board 3,bronx community board 7,,No Match,,,
bronx community board 3,bronx community board 8,,No Match,,,
bronx community board 3,bronx community board 9,,No Match,,,
bronx community board 4,bronx community board 5,,No Match,,,
bronx community board 4,bronx community board 6,,No Match,,,
bronx community board 4,bronx community board 7,,No Match,,,
bronx community board 4,bronx community board 8,,No Match,,,
bronx community board 4,bronx community board 9,,No Match,,,
bronx community board 5,bronx community board 6,,No Match,,,
bronx community board 5,bronx community board 7,,No Match,,,
bronx community board 5,bronx community board 8,,No Match,,,
bronx community board 5,bronx community board 9,,No Match,,,
bronx community board 6,bronx community board 7,,No Match,,,
bronx community board 6,bronx community board 8,,No Match,,,
bronx community board 6,bronx community board 9,,No Match,,,
bronx community board 7,bronx community board 8,,No Match,,,
bronx community board 7,bronx community board 9,,No Match,,,
bronx community board 8,bronx community board 9,,No Match,,,
brooklyn community board 1,brooklyn community board 2,,No Match,,,
brooklyn community board 1,brooklyn community board 3,,No Match,,,
brooklyn community board 1,brooklyn community board 4,,No Match,,,
brooklyn community board 1,brooklyn community board 5,,No Match,,,
brooklyn community board 1,brooklyn community board 6,,No Match,,,
brooklyn community board 1,brooklyn community board 7,,No Match,,,
brooklyn community board 1,brooklyn community board 8,,No Match,,,
brooklyn community board 1,brooklyn community board 9,,No Match,,,
brooklyn community board 2,brooklyn community board 3,,No Match,,,
brooklyn community board 2,brooklyn community board 4,,No Match,,,
brooklyn community board 2,brooklyn community board 5,,No Match,,,
brooklyn community board 2,brooklyn community board 6,,No Match,,,
brooklyn community board 2,brooklyn community board 7,,No Match,,,
brooklyn community board 2,brooklyn community board 8,,No Match,,,
brooklyn community board 2,brooklyn community board 9,,No Match,,,
brooklyn community board 3,brooklyn community board 4,,No Match,,,
brooklyn community board 3,brooklyn community board 5,,No Match,,,
brooklyn community board 3,brooklyn community board 6,,No Match,,,
brooklyn community board 3,brooklyn community board 7,,No Match,,,
brooklyn community board 3,brooklyn community board 8,,No Match,,,
brooklyn community board 3,brooklyn community board 9,,No Match,,,
brooklyn community board 4,brooklyn community board 5,,No Match,,,
brooklyn community board 4,brooklyn community board 6,,No Match,,,
brooklyn community board 4,brooklyn community board 7,,No Match,,,
brooklyn community board 4,brooklyn community board 8,,No Match,,,
brooklyn community board 4,brooklyn community board 9,,No Match,,,
brooklyn community board 5,brooklyn community board 6,,No Match,,,
brooklyn community board 5,brooklyn community board 7,,No Match,,,
brooklyn community board 5,brooklyn community board 8,,No Match,,,
brooklyn community board 5,brooklyn community board 9,,No Match,,,
brooklyn community board 6,brooklyn community board 7,,No Match,,,
brooklyn community board 6,brooklyn community board 8,,No Match,,,
brooklyn community board 6,brooklyn community board 9,,No Match,,,
brooklyn community board 7,brooklyn community board 8,,No Match,,,
brooklyn community board 7,brooklyn community board 9,,No Match,,,
brooklyn community board 8,brooklyn community board 9,,No Match,,,
chief counsel to the mayor,counsel to the mayor,,Match,OPS_000002,OPS_000002,
commission on human rights,human rights commission on,,Match,REC_000034,REC_000034,
department of buildings,buildings,,Match,OPS_000096,OPS_000096,
department of city planning,city planning,,Match,OPS_000091,OPS_000200,
department of citywide administrative services,citywide administrative services,,Match,OPS_000089,OPS_000089,
department of consumer and worker protection,consumer and worker protection,,Match,OPS_000092,OPS_000092,
department of consumer and worker protection,department of consumer worker protection,,Match,OPS_000092,OPS_000092,
department of cultural affairs,cultural affairs,,Match,OPS_000090,OPS_000090,
department of design and construction,design and construction,,Match,OPS_000093,REC_000050,
department of environmental protection,environmental protection,,Match,,,
department of health and mental hygiene,health mental hygiene department of,,Match,OPS_000100,REC_000054,
department of housing preservation and development,housing preservation development,,Match,REC_000056,OPS_000118,
department of housing preservation and development,housing preservation and development,,Match,REC_000056,OPS_000118,
department of probation,probation,,Match,OPS_000102,OPS_000102,
department of records and information services,records information services,,Match,,,
department of sanitation,sanitation,,Match,OPS_000106,OPS_000106,
department of youth and community development,youth and community development,,Match,OPS_000111,REC_000067,
manhattan community board 1,manhattan community board 2,,No Match,,,
manhattan community board 1,manhattan community board 3,,No Match,,,
manhattan community board 1,manhattan community board 4,,No Match,,,
manhattan community board 1,manhattan community board 5,,No Match,,,
manhattan community board 1,manhattan community board 6,,No Match,,,
manhattan community board 1,manhattan community board 7,,No Match,,,
manhattan community board 1,manhattan community board 8,,No Match,,,
manhattan community board 1,manhattan community board 9,,No Match,,,
manhattan community board 2,manhattan community board 3,,No Match,,,
manhattan community board 2,manhattan community board 4,,No Match,,,
manhattan community board 2,manhattan community board 5,,No Match,,,
manhattan community board 2,manhattan community board 6,,No Match,,,
manhattan community board 2,manhattan community board 7,,No Match,,,
manhattan community board 2,manhattan community board 8,,No Match,,,
manhattan community board 2,manhattan community board 9,,No Match,,,
manhattan community board 3,manhattan community board 4,,No Match,,,
manhattan community board 3,manhattan community board 5,,No Match,,,
manhattan community board 3,manhattan community board 6,,No Match,,,
manhattan community board 3,manhattan community board 7,,No Match,,,
manhattan community board 3,manhattan community board 8,,No Match,,,
manhattan community board 3,manhattan community board 9,,No Match,,,
manhattan community board 4,manhattan community board 5,,No Match,,,
manhattan community board 4,manhattan community board 6,,No Match,,,
manhattan community board 4,manhattan community board 7,,No Match,,,
manhattan community board 4,manhattan community board 8,,No Match,,,
manhattan community board 4,manhattan community board 9,,No Match,,,
manhattan community board 5,manhattan community board 6,,No Match,,,
manhattan community board 5,manhattan community board 7,,No Match,,,
manhattan community board 5,manhattan community board 8,,No Match,,,
manhattan community board 5,manhattan community board 9,,No Match,,,
manhattan community board 6,manhattan community board 7,,No Match,,,
manhattan community board 6,manhattan community board 8,,No Match,,,
manhattan community board 6,manhattan community board 9,,No Match,,,
manhattan community board 7,manhattan community board 8,,No Match,,,
manhattan community board 7,manhattan community board 9,,No Match,,,
manhattan community board 8,manhattan community board 9,,No Match,,,
